district,market,crop,date,arrival_qty_tonnes,modal_price_rs_per_quintal,source
Alappuzha,Harippad Market,rice,2021-10-20,56.9,2699,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-10-20,51.9,2672,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-10-20,80.6,2668,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-10-20,43.3,2694,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-10-22,71.3,2688,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-10-22,51.5,2692,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-10-22,52.3,2710,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-10-22,63.2,2662,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-10-22,46.5,2651,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-10-26,85.6,2608,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-10-26,43.0,2647,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-10-26,42.6,2678,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-10-26,67.4,2669,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-10-26,49.3,2663,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-10-28,82.7,2595,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-10-28,53.8,2659,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-10-28,45.9,2672,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-10-28,71.8,2660,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-10-28,42.8,2722,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-10-30,79.3,2609,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-10-30,48.0,2698,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-10-30,50.5,2693,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-10-30,95.8,2634,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-10-30,55.2,2685,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-11-01,18.7,2701,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-11-01,11.2,2726,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-11-01,13.9,2688,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-11-01,21.7,2679,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-11-01,16.1,2661,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-11-03,25.3,2710,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-11-03,15.5,2694,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-11-03,11.4,2673,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-11-03,20.2,2681,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-11-03,14.2,2724,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-11-05,26.5,2703,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-11-05,12.3,2688,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-11-05,17.2,2742,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-11-05,24.6,2699,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-11-05,10.8,2725,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-11-09,25.2,2704,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-11-09,16.2,2701,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-11-09,12.0,2722,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-11-09,25.3,2729,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-11-09,16.8,2700,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-11-11,22.2,2722,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-11-11,12.4,2694,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-11-11,16.3,2754,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-11-11,19.1,2685,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-11-11,14.9,2765,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-11-13,20.0,2674,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-11-13,15.7,2700,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-11-13,11.2,2724,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-11-13,18.3,2737,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-11-13,14.3,2750,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-11-15,20.8,2741,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-11-15,14.0,2668,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-11-15,17.4,2718,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-11-15,22.9,2683,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-11-15,13.5,2735,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-11-17,29.9,2724,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-11-17,11.4,2720,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-11-17,14.5,2696,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-11-17,21.3,2676,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-11-17,13.0,2693,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-11-19,18.8,2687,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-11-19,16.1,2709,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-11-19,12.1,2737,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-11-19,25.8,2703,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-11-19,14.2,2681,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-11-23,26.0,2669,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-11-23,17.5,2724,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-11-23,15.6,2757,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-11-23,23.6,2704,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-11-23,17.2,2690,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-11-25,20.1,2680,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-11-25,14.3,2726,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-11-25,11.2,2752,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-11-25,22.2,2695,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-11-25,15.2,2696,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-11-27,19.8,2670,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-11-27,17.4,2709,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-11-27,16.4,2728,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-11-27,24.3,2683,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-11-27,15.8,2714,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-11-29,19.5,2718,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-11-29,15.5,2723,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-11-29,10.8,2686,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-11-29,22.3,2681,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-11-29,11.1,2715,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-12-01,59.6,2689,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-12-01,36.5,2745,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-12-01,38.8,2661,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-12-01,79.8,2660,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-12-01,45.3,2683,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-12-03,56.4,2663,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-12-03,45.8,2712,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-12-03,45.6,2697,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-12-03,59.6,2686,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-12-03,30.4,2666,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-12-07,72.4,2652,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-12-07,35.5,2693,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-12-07,44.7,2688,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-12-07,53.9,2738,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-12-07,43.6,2677,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-12-09,55.3,2612,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-12-09,31.7,2697,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-12-09,36.0,2704,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-12-09,63.8,2669,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-12-09,34.9,2620,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-12-11,53.0,2684,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-12-11,41.2,2700,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-12-11,41.4,2655,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-12-11,54.5,2658,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-12-11,48.0,2680,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-12-13,51.4,2664,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-12-13,31.2,2685,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-12-13,34.7,2700,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-12-13,51.6,2662,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-12-13,38.7,2651,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-12-15,70.1,2685,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-12-15,39.0,2663,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-12-15,45.9,2678,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-12-15,64.3,2655,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-12-15,36.8,2661,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-12-17,76.8,2679,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-12-17,29.1,2716,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-12-17,36.9,2681,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-12-17,58.1,2672,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-12-17,43.5,2688,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-12-21,56.6,2646,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-12-21,29.1,2672,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-12-21,39.4,2688,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-12-21,64.5,2637,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-12-21,35.1,2691,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-12-23,73.8,2602,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-12-23,36.5,2680,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-12-23,37.7,2697,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-12-23,81.0,2658,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-12-23,44.0,2713,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-12-25,63.9,2640,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-12-25,33.8,2691,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-12-25,41.1,2710,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-12-25,71.3,2668,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-12-25,40.7,2707,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-12-27,51.7,2648,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-12-27,43.1,2687,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-12-27,38.7,2683,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-12-27,52.3,2680,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-12-27,42.7,2666,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-12-29,59.3,2704,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-12-29,35.6,2709,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-12-29,32.4,2723,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-12-29,55.2,2682,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-12-29,43.6,2667,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-12-31,58.2,2688,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-12-31,36.2,2724,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-12-31,32.8,2701,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-12-31,75.1,2635,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-12-31,41.3,2672,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-01-04,81.5,2714,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-01-04,44.3,2781,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-01-04,43.3,2790,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-01-04,76.3,2696,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-01-04,35.4,2761,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-01-06,80.1,2699,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-01-06,37.2,2718,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-01-06,37.3,2765,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-01-06,57.4,2737,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-01-06,31.2,2761,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-01-08,70.8,2718,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-01-08,34.4,2760,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-01-08,45.2,2750,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-01-08,79.8,2735,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-01-08,37.7,2730,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-01-10,77.3,2739,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-01-10,41.5,2765,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-01-10,32.3,2763,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-01-10,80.4,2714,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-01-10,29.7,2754,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-01-12,73.5,2717,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-01-12,44.6,2745,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-01-12,45.1,2706,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-01-12,73.7,2777,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-01-12,38.7,2776,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-01-14,59.3,2777,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-01-14,45.7,2759,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-01-14,41.1,2732,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-01-14,64.7,2739,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-01-14,29.1,2778,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-01-18,82.2,2689,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-01-18,30.8,2788,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-01-18,32.8,2744,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-01-18,67.8,2742,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-01-18,32.5,2791,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-01-20,61.2,2737,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-01-20,29.0,2794,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-01-20,43.5,2709,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-01-20,54.4,2708,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-01-20,34.8,2732,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-01-22,73.3,2667,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-01-22,45.9,2701,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-01-22,36.8,2787,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-01-22,72.5,2750,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-01-22,30.7,2742,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-01-24,68.9,2779,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-01-24,30.1,2749,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-01-24,40.0,2795,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-01-24,69.4,2770,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-01-24,41.9,2731,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-01-26,76.7,2738,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-01-26,38.5,2777,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-01-26,42.5,2730,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-01-26,75.5,2648,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-01-26,31.7,2775,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-01-28,60.3,2710,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-01-28,33.1,2750,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-01-28,40.4,2752,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-01-28,63.4,2743,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-01-28,41.1,2738,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-02-01,114.6,2691,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-02-01,81.9,2742,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-02-01,73.1,2671,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-02-01,101.1,2661,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-02-01,53.4,2707,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-02-03,91.5,2691,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-02-03,70.6,2741,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-02-03,63.0,2754,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-02-03,140.5,2658,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-02-03,59.0,2727,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-02-05,119.0,2716,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-02-05,57.2,2739,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-02-05,69.9,2713,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-02-05,116.2,2706,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-02-05,58.1,2752,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-02-07,126.6,2684,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-02-07,75.5,2703,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-02-07,86.0,2684,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-02-07,104.8,2671,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-02-07,84.2,2689,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-02-09,135.6,2644,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-02-09,68.2,2711,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-02-09,54.7,2735,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-02-09,144.4,2662,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-02-09,66.9,2697,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-02-11,110.8,2694,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-02-11,72.1,2723,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-02-11,85.3,2707,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-02-11,105.6,2677,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-02-11,78.1,2688,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-02-15,123.9,2691,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-02-15,68.7,2726,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-02-15,64.7,2736,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-02-15,96.8,2689,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-02-15,61.3,2716,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-02-17,141.0,2688,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-02-17,56.5,2801,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-02-17,82.6,2704,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-02-17,132.5,2673,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-02-17,71.5,2719,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-02-19,119.1,2660,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-02-19,58.3,2721,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-02-19,66.9,2775,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-02-19,129.1,2654,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-02-19,70.4,2724,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-02-21,138.4,2648,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-02-21,80.0,2713,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-02-21,59.5,2714,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-02-21,109.8,2676,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-02-21,79.0,2679,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-02-23,142.7,2663,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-02-23,83.3,2702,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-02-23,68.3,2737,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-02-23,149.1,2654,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-02-23,84.3,2692,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-02-25,122.3,2654,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-02-25,75.5,2718,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-02-25,81.3,2746,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-02-25,147.9,2642,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-02-25,59.6,2686,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-03-01,192.6,2623,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-03-01,101.8,2725,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-03-01,92.9,2716,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-03-01,202.9,2579,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-03-01,107.6,2693,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-03-03,192.6,2639,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-03-03,117.9,2671,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-03-03,87.1,2694,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-03-03,201.1,2598,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-03-03,105.6,2687,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-03-05,177.7,2602,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-03-05,77.6,2721,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-03-05,98.3,2704,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-03-05,207.2,2613,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-03-05,106.2,2691,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-03-07,179.3,2600,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-03-07,74.1,2713,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-03-07,100.9,2741,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-03-07,200.8,2617,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-03-07,77.4,2696,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-03-09,198.1,2629,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-03-09,113.6,2731,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-03-09,88.9,2715,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-03-09,165.6,2637,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-03-09,91.0,2737,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-03-11,167.5,2627,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-03-11,82.0,2737,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-03-11,108.4,2676,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-03-11,155.2,2640,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2022-03-11,95.6,2720,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2022-03-15,178.2,2662,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2022-03-15,90.8,2702,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2022-03-15,121.5,2709,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2022-03-15,179.3,2639,Agmarknet via CEDA
