district,date,rainfall_mm,forecast_flag,source
Alappuzha,2021-07-22,8.3,historical,IMD Historical & Gridded Data
Kottayam,2021-07-22,11.4,historical,IMD Historical & Gridded Data
Alappuzha,2021-07-23,17.0,historical,IMD Historical & Gridded Data
Kottayam,2021-07-23,41.4,historical,IMD Historical & Gridded Data
Alappuzha,2021-07-24,34.7,historical,IMD Historical & Gridded Data
Kottayam,2021-07-24,83.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-07-25,9.1,historical,IMD Historical & Gridded Data
Kottayam,2021-07-25,7.8,historical,IMD Historical & Gridded Data
Alappuzha,2021-07-26,15.1,historical,IMD Historical & Gridded Data
Kottayam,2021-07-26,20.6,historical,IMD Historical & Gridded Data
Alappuzha,2021-07-27,9.8,historical,IMD Historical & Gridded Data
Kottayam,2021-07-27,16.3,historical,IMD Historical & Gridded Data
Alappuzha,2021-07-28,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-07-28,30.8,historical,IMD Historical & Gridded Data
Alappuzha,2021-07-29,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-07-29,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-07-30,11.2,historical,IMD Historical & Gridded Data
Kottayam,2021-07-30,105.4,historical,IMD Historical & Gridded Data
Alappuzha,2021-07-31,25.5,historical,IMD Historical & Gridded Data
Kottayam,2021-07-31,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-01,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-08-01,2.9,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-02,36.1,historical,IMD Historical & Gridded Data
Kottayam,2021-08-02,14.5,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-03,17.5,historical,IMD Historical & Gridded Data
Kottayam,2021-08-03,6.9,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-04,10.5,historical,IMD Historical & Gridded Data
Kottayam,2021-08-04,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-05,5.9,historical,IMD Historical & Gridded Data
Kottayam,2021-08-05,14.2,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-06,39.6,historical,IMD Historical & Gridded Data
Kottayam,2021-08-06,2.6,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-07,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-08-07,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-08,11.8,historical,IMD Historical & Gridded Data
Kottayam,2021-08-08,31.4,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-09,9.3,historical,IMD Historical & Gridded Data
Kottayam,2021-08-09,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-10,13.2,historical,IMD Historical & Gridded Data
Kottayam,2021-08-10,3.1,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-11,5.5,historical,IMD Historical & Gridded Data
Kottayam,2021-08-11,10.3,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-12,36.4,historical,IMD Historical & Gridded Data
Kottayam,2021-08-12,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-13,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-08-13,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-14,4.0,historical,IMD Historical & Gridded Data
Kottayam,2021-08-14,2.9,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-15,9.1,historical,IMD Historical & Gridded Data
Kottayam,2021-08-15,1.3,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-16,1.0,historical,IMD Historical & Gridded Data
Kottayam,2021-08-16,177.1,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-17,54.0,historical,IMD Historical & Gridded Data
Kottayam,2021-08-17,15.4,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-18,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-08-18,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-19,29.8,historical,IMD Historical & Gridded Data
Kottayam,2021-08-19,0.2,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-20,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-08-20,2.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-21,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-08-21,19.1,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-22,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-08-22,4.6,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-23,1.0,historical,IMD Historical & Gridded Data
Kottayam,2021-08-23,35.7,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-24,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-08-24,3.3,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-25,1.3,historical,IMD Historical & Gridded Data
Kottayam,2021-08-25,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-26,17.8,historical,IMD Historical & Gridded Data
Kottayam,2021-08-26,3.4,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-27,14.8,historical,IMD Historical & Gridded Data
Kottayam,2021-08-27,14.4,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-28,9.1,historical,IMD Historical & Gridded Data
Kottayam,2021-08-28,3.3,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-29,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-08-29,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-30,27.3,historical,IMD Historical & Gridded Data
Kottayam,2021-08-30,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-08-31,13.5,historical,IMD Historical & Gridded Data
Kottayam,2021-08-31,12.1,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-01,0.9,historical,IMD Historical & Gridded Data
Kottayam,2021-09-01,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-02,6.0,historical,IMD Historical & Gridded Data
Kottayam,2021-09-02,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-03,5.4,historical,IMD Historical & Gridded Data
Kottayam,2021-09-03,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-04,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-09-04,14.2,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-05,5.2,historical,IMD Historical & Gridded Data
Kottayam,2021-09-05,4.1,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-06,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-09-06,48.3,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-07,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-09-07,40.2,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-08,7.1,historical,IMD Historical & Gridded Data
Kottayam,2021-09-08,7.8,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-09,27.3,historical,IMD Historical & Gridded Data
Kottayam,2021-09-09,7.4,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-10,18.7,historical,IMD Historical & Gridded Data
Kottayam,2021-09-10,15.1,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-11,11.7,historical,IMD Historical & Gridded Data
Kottayam,2021-09-11,28.2,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-12,18.0,historical,IMD Historical & Gridded Data
Kottayam,2021-09-12,0.1,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-13,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-09-13,34.4,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-14,36.2,historical,IMD Historical & Gridded Data
Kottayam,2021-09-14,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-15,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-09-15,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-16,27.7,historical,IMD Historical & Gridded Data
Kottayam,2021-09-16,3.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-17,29.6,historical,IMD Historical & Gridded Data
Kottayam,2021-09-17,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-18,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-09-18,6.1,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-19,14.4,historical,IMD Historical & Gridded Data
Kottayam,2021-09-19,30.7,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-20,36.7,historical,IMD Historical & Gridded Data
Kottayam,2021-09-20,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-21,9.9,historical,IMD Historical & Gridded Data
Kottayam,2021-09-21,37.5,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-22,44.3,historical,IMD Historical & Gridded Data
Kottayam,2021-09-22,45.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-23,7.0,historical,IMD Historical & Gridded Data
Kottayam,2021-09-23,10.7,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-24,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-09-24,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-25,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-09-25,100.4,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-26,10.8,historical,IMD Historical & Gridded Data
Kottayam,2021-09-26,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-27,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-09-27,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-28,36.6,historical,IMD Historical & Gridded Data
Kottayam,2021-09-28,50.1,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-29,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-09-29,44.9,historical,IMD Historical & Gridded Data
Alappuzha,2021-09-30,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-09-30,1.7,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-01,25.2,historical,IMD Historical & Gridded Data
Kottayam,2021-10-01,43.5,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-02,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-10-02,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-03,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-10-03,13.8,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-04,1.2,historical,IMD Historical & Gridded Data
Kottayam,2021-10-04,30.7,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-05,20.4,historical,IMD Historical & Gridded Data
Kottayam,2021-10-05,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-06,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-10-06,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-07,7.0,historical,IMD Historical & Gridded Data
Kottayam,2021-10-07,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-08,22.2,historical,IMD Historical & Gridded Data
Kottayam,2021-10-08,12.3,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-09,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-10-09,1.1,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-10,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-10-10,15.5,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-11,13.0,historical,IMD Historical & Gridded Data
Kottayam,2021-10-11,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-12,6.0,historical,IMD Historical & Gridded Data
Kottayam,2021-10-12,23.3,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-13,45.800000000000004,historical,IMD Historical & Gridded Data
Kottayam,2021-10-13,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-14,14.1,historical,IMD Historical & Gridded Data
Kottayam,2021-10-14,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-15,2.4,historical,IMD Historical & Gridded Data
Kottayam,2021-10-15,5.2,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-16,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-10-16,12.5,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-17,1.4,historical,IMD Historical & Gridded Data
Kottayam,2021-10-17,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-18,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-10-18,1.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-19,42.6,historical,IMD Historical & Gridded Data
Kottayam,2021-10-19,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-20,25.5,historical,IMD Historical & Gridded Data
Kottayam,2021-10-20,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-21,5.1,historical,IMD Historical & Gridded Data
Kottayam,2021-10-21,13.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-22,30.9,historical,IMD Historical & Gridded Data
Kottayam,2021-10-22,10.5,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-23,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-10-23,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-24,4.2,historical,IMD Historical & Gridded Data
Kottayam,2021-10-24,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-25,10.8,historical,IMD Historical & Gridded Data
Kottayam,2021-10-25,49.1,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-26,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-10-26,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-27,23.4,historical,IMD Historical & Gridded Data
Kottayam,2021-10-27,2.8,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-28,27.8,historical,IMD Historical & Gridded Data
Kottayam,2021-10-28,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-29,2.6,historical,IMD Historical & Gridded Data
Kottayam,2021-10-29,1.4,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-30,2.7,historical,IMD Historical & Gridded Data
Kottayam,2021-10-30,8.5,historical,IMD Historical & Gridded Data
Alappuzha,2021-10-31,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-10-31,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-01,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-11-01,6.7,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-02,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-11-02,15.3,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-03,0.8,historical,IMD Historical & Gridded Data
Kottayam,2021-11-03,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-04,18.5,historical,IMD Historical & Gridded Data
Kottayam,2021-11-04,17.8,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-05,8.3,historical,IMD Historical & Gridded Data
Kottayam,2021-11-05,0.1,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-06,9.7,historical,IMD Historical & Gridded Data
Kottayam,2021-11-06,16.4,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-07,12.4,historical,IMD Historical & Gridded Data
Kottayam,2021-11-07,10.7,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-08,9.9,historical,IMD Historical & Gridded Data
Kottayam,2021-11-08,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-09,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-11-09,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-10,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-11-10,4.8,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-11,33.8,historical,IMD Historical & Gridded Data
Kottayam,2021-11-11,70.2,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-12,33.9,historical,IMD Historical & Gridded Data
Kottayam,2021-11-12,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-13,7.8,historical,IMD Historical & Gridded Data
Kottayam,2021-11-13,5.2,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-14,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-11-14,19.3,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-15,8.8,historical,IMD Historical & Gridded Data
Kottayam,2021-11-15,15.5,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-16,34.9,historical,IMD Historical & Gridded Data
Kottayam,2021-11-16,12.9,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-17,1.9,historical,IMD Historical & Gridded Data
Kottayam,2021-11-17,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-18,5.1,historical,IMD Historical & Gridded Data
Kottayam,2021-11-18,43.8,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-19,63.699999999999996,historical,IMD Historical & Gridded Data
Kottayam,2021-11-19,53.6,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-20,2.1,historical,IMD Historical & Gridded Data
Kottayam,2021-11-20,4.2,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-21,4.3,historical,IMD Historical & Gridded Data
Kottayam,2021-11-21,3.8,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-22,0.1,historical,IMD Historical & Gridded Data
Kottayam,2021-11-22,8.8,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-23,2.3,historical,IMD Historical & Gridded Data
Kottayam,2021-11-23,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-24,27.3,historical,IMD Historical & Gridded Data
Kottayam,2021-11-24,0.7,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-25,11.5,historical,IMD Historical & Gridded Data
Kottayam,2021-11-25,8.3,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-26,52.900000000000006,historical,IMD Historical & Gridded Data
Kottayam,2021-11-26,25.4,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-27,22.3,historical,IMD Historical & Gridded Data
Kottayam,2021-11-27,19.7,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-28,19.4,historical,IMD Historical & Gridded Data
Kottayam,2021-11-28,16.9,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-29,25.5,historical,IMD Historical & Gridded Data
Kottayam,2021-11-29,16.7,historical,IMD Historical & Gridded Data
Alappuzha,2021-11-30,7.8,historical,IMD Historical & Gridded Data
Kottayam,2021-11-30,28.4,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-01,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-01,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-02,2.2,historical,IMD Historical & Gridded Data
Kottayam,2021-12-02,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-03,1.1,historical,IMD Historical & Gridded Data
Kottayam,2021-12-03,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-04,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-04,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-05,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-05,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-06,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-06,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-07,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-07,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-08,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-08,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-09,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-09,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-10,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-10,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-11,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-11,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-12,1.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-12,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-13,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-13,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-14,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-14,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-15,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-15,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-16,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-16,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-17,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-17,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-18,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-18,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-19,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-19,1.4,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-20,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-20,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-21,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-21,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-22,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-22,0.6,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-23,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-23,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-24,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-24,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-25,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-25,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-26,3.8,historical,IMD Historical & Gridded Data
Kottayam,2021-12-26,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-27,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-27,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-28,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-28,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-29,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-29,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-30,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-30,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2021-12-31,0.0,historical,IMD Historical & Gridded Data
Kottayam,2021-12-31,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-01,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-01,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-02,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-02,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-03,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-03,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-04,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-04,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-05,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-05,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-06,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-06,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-07,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-07,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-08,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-08,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-09,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-09,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-10,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-10,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-11,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-11,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-12,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-12,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-13,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-13,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-14,1.1,historical,IMD Historical & Gridded Data
Kottayam,2022-01-14,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-15,29.1,historical,IMD Historical & Gridded Data
Kottayam,2022-01-15,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-16,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-16,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-17,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-17,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-18,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-18,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-19,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-19,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-20,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-20,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-21,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-21,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-22,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-22,0.2,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-23,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-23,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-24,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-24,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-25,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-25,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-26,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-26,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-27,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-27,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-28,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-28,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-29,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-29,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-30,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-30,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-01-31,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-01-31,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-02-01,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-02-01,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-02-02,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-02-02,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-02-03,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-02-03,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-02-04,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-02-04,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-02-05,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-02-05,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-02-06,0.0,historical,IMD Historical & Gridded Data
Kottayam,2022-02-06,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-02-07,1.6,historical,IMD Historical & Gridded Data
Kottayam,2022-02-07,0.0,historical,IMD Historical & Gridded Data
Alappuzha,2022-02-08,4.0,historical,IMD Historical & Gridded Data
Kottayam,2022-02-08,0.0,historical,IMD Historical & Gridded Data
